item_id,tier,input_type,task,source,latency_ms,n_corrections,n_expected,tp,fp,fn,string_match_rate,detected_input_type,expected_label,predicted_label,error_type,error,available
ai_chat_007,smart,ai_chat,span_correction,builtin,0.00,0,0,0,0,0,0.000,,,,,tier_unavailable: smart,False
ai_chat_008,fast,ai_chat,span_correction,builtin,1.85,0,1,0,0,1,0.000,,,,,,True
ai_chat_008,better,ai_chat,span_correction,builtin,47.36,0,1,0,0,1,0.000,,,,,,True
ai_chat_008,smart,ai_chat,span_correction,builtin,0.00,0,1,0,0,1,0.000,,,,,tier_unavailable: smart,False
kaggle_00000,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00000,better,general,span_correction,kaggle_gec,27.56,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00000,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00001,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00001,better,general,span_correction,kaggle_gec,27.44,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00001,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00002,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00002,better,general,span_correction,kaggle_gec,29.01,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00002,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00003,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00003,better,general,span_correction,kaggle_gec,32.18,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00003,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00004,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_00004,better,general,span_correction,kaggle_gec,28.51,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_00004,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_00005,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00005,better,general,span_correction,kaggle_gec,25.64,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00005,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00006,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00006,better,general,span_correction,kaggle_gec,26.66,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00006,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00007,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_00007,better,general,span_correction,kaggle_gec,27.46,1,1,1,0,0,1.000,,,,Article,,True
kaggle_00007,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_00008,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00008,better,general,span_correction,kaggle_gec,21.04,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00008,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00009,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00009,better,general,span_correction,kaggle_gec,26.66,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00009,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00010,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00010,better,general,span_correction,kaggle_gec,29.37,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00010,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00011,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00011,better,general,span_correction,kaggle_gec,27.82,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00011,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00012,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00012,better,general,span_correction,kaggle_gec,33.00,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00012,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00013,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00013,better,general,span_correction,kaggle_gec,38.99,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00013,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00014,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_00014,better,general,span_correction,kaggle_gec,33.08,1,1,1,0,0,1.000,,,,Article,,True
kaggle_00014,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_00015,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00015,better,general,span_correction,kaggle_gec,34.41,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00015,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00016,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00016,better,general,span_correction,kaggle_gec,34.79,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00016,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00017,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_00017,better,general,span_correction,kaggle_gec,32.78,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_00017,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_00018,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00018,better,general,span_correction,kaggle_gec,29.70,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00018,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00019,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00019,better,general,span_correction,kaggle_gec,26.11,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00019,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00020,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00020,better,general,span_correction,kaggle_gec,26.42,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00020,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00021,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00021,better,general,span_correction,kaggle_gec,26.63,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00021,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00022,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00022,better,general,span_correction,kaggle_gec,27.49,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00022,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00023,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00023,better,general,span_correction,kaggle_gec,27.97,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00023,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00024,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_00024,better,general,span_correction,kaggle_gec,26.42,1,1,1,0,0,1.000,,,,Article,,True
kaggle_00024,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_00025,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00025,better,general,span_correction,kaggle_gec,24.73,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00025,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00026,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00026,better,general,span_correction,kaggle_gec,27.46,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00026,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00027,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_00027,better,general,span_correction,kaggle_gec,30.26,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_00027,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_00028,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00028,better,general,span_correction,kaggle_gec,25.41,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00028,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00029,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00029,better,general,span_correction,kaggle_gec,21.31,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00029,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00030,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00030,better,general,span_correction,kaggle_gec,29.41,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00030,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00031,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00031,better,general,span_correction,kaggle_gec,30.32,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00031,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00032,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00032,better,general,span_correction,kaggle_gec,25.24,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00032,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00033,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00033,better,general,span_correction,kaggle_gec,21.48,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00033,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00034,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_00034,better,general,span_correction,kaggle_gec,31.46,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_00034,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_00035,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00035,better,general,span_correction,kaggle_gec,26.75,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00035,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00036,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00036,better,general,span_correction,kaggle_gec,27.21,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00036,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00037,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00037,better,general,span_correction,kaggle_gec,19.55,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00037,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00038,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00038,better,general,span_correction,kaggle_gec,28.75,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00038,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00039,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00039,better,general,span_correction,kaggle_gec,26.61,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00039,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00040,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_00040,better,general,span_correction,kaggle_gec,27.00,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_00040,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_00041,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_00041,better,general,span_correction,kaggle_gec,28.85,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_00041,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_00042,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_00042,better,general,span_correction,kaggle_gec,26.16,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_00042,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_00043,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00043,better,general,span_correction,kaggle_gec,19.27,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00043,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00044,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_00044,better,general,span_correction,kaggle_gec,27.44,1,1,1,0,0,1.000,,,,Article,,True
kaggle_00044,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_00045,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_00045,better,general,span_correction,kaggle_gec,28.37,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_00045,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_00046,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_00046,better,general,span_correction,kaggle_gec,31.61,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_00046,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_00047,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_00047,better,general,span_correction,kaggle_gec,23.02,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_00047,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_00048,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
